"Date of Download: 2024-05-09_18:25:51"
"Search Parameters: Data Level:all  Trait List:  Trial List:11752,11828  Accession List:  Plot List:  Plant List:  Location List:  Year List:  Include Timestamp:0  Trait Contains:  Minimum Phenotype:   Maximum Phenotype:  Exclude Phenotype Outlier: 0"

"studyYear","programDbId","programName","programDescription","studyDbId","studyName","studyDescription","studyDesign","plotWidth","plotLength","fieldSize","fieldTrialIsPlannedToBeGenotyped","fieldTrialIsPlannedToCross","plantingDate","harvestDate","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","rowNumber","colNumber","entryType","plantNumber","branching level counting|CO_334:0000079","cassava bacterial blight severity 3-month evaluation|CO_334:0000175","dry matter content by specific gravity method|CO_334:0000160","first apical branch height measurement in cm|CO_334:0000106","fresh root yield|CO_334:0000013","fresh storage root weight per plot|CO_334:0000012","initial plant vigor assessment 1-5|CO_334:0000220","lodged plants estimation 1-3|CO_334:0000301","lodged plants estimation 1-3|month 6|COMP:0000208","marketable root number counting|CO_334:0000169","number of planted stakes per plant counting|CO_334:0000300","number of planted stakes per plot counting|CO_334:0000159","plant architecture visual rating 1-5|CO_334:0000099","plant height measurement in cm|CO_334:0000018","plant height with leaf in cm|CO_334:0000123","plant stands harvested counting|CO_334:0000010","root color visual rating 1-3|CO_334:0000221","root constriction visual rating 1-3|CO_334:0000109","root evaluation scaled 1-5|CO_334:0000228","root length evaluation scaled 1-3|CO_334:0000226","root weight in air|CO_334:0000157","root weight in water|CO_334:0000158","rotted storage root counting|CO_334:0000084","sprout count discrete counting|CO_334:0000138","storage root neck length visual rating 1-3|CO_334:0000223","storage root shape visual rating 1-6|CO_334:0000020","thrips severity : visual 1-5|CO_334:0002084","total carotenoid by chart 1-8|CO_334:0000161","notes"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11828","202331BCEPR_cere","202331BCEPR_cere","RCBD","2.4","3.5","","no","no","2023-June-08","2024-April-13","64","Cerete. Cordoba, Colombia","5084269","GM14019B-6","","plot","6783985","202331BCEPR_cere_rep1_GM14019B-6_41","1","1","41","3","11","test","","","","","","","","","","","","","10","","","","","","","","","","","","0","","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11828","202331BCEPR_cere","202331BCEPR_cere","RCBD","2.4","3.5","","no","no","2023-June-08","2024-April-13","64","Cerete. Cordoba, Colombia","5003676","GM14028A-1","","plot","6783916","202331BCEPR_cere_rep1_GM14028A-1_88","1","1","88","6","3","test","","","","24.2036078098472","","17.5595238095238","8.85","5","2","1","11","","10","3","","","2","3","","2","","4950","238","0","4","","","1","8"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11828","202331BCEPR_cere","202331BCEPR_cere","RCBD","2.4","3.5","","no","no","2023-June-08","2024-April-13","64","Cerete. Cordoba, Colombia","5003677","GM14030A-1","","plot","6783988","202331BCEPR_cere_rep1_GM14030A-1_3","1","1","3","1","3","test","","","","","","","","","","","","","10","","","","","","","","","","","","0","","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11828","202331BCEPR_cere","202331BCEPR_cere","RCBD","2.4","3.5","","no","no","2023-June-08","2024-April-13","64","Cerete. Cordoba, Colombia","5003678","GM14030A-2","","plot","6784016","202331BCEPR_cere_rep1_GM14030A-2_5","1","1","5","1","5","test","","","","26.464272768464","140","33.7301587301587","17","4","3","2","26","","10","3","","","5","3","","2","","4700","286","0","7","","","1","8"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11828","202331BCEPR_cere","202331BCEPR_cere","RCBD","2.4","3.5","","no","no","2023-June-08","2024-April-13","64","Cerete. Cordoba, Colombia","5084274","GM14043A-12","","plot","6783926","202331BCEPR_cere_rep1_GM14043A-12_134","1","1","134","9","14","test","","","","33.716326077299","","48.2142857142857","24.3","5","1","1","30","","10","3","","","5","3","","1","","5000","498","0","7","","","1","5"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11828","202331BCEPR_cere","202331BCEPR_cere","RCBD","2.4","3.5","","no","no","2023-June-08","2024-April-13","64","Cerete. Cordoba, Colombia","5003699","GM14043A-8","","plot","6783960","202331BCEPR_cere_rep1_GM14043A-8_95","1","1","95","7","5","test","","","","32.5690476190476","120","34.9206349206349","17.6","5","3","2","15","","10","3","","","3","3","","2","","4750","445","0","6","","","1","6"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11828","202331BCEPR_cere","202331BCEPR_cere","RCBD","2.4","3.5","","no","no","2023-June-08","2024-April-13","64","Cerete. Cordoba, Colombia","5003703","GM14043B-3","","plot","6784013","202331BCEPR_cere_rep1_GM14043B-3_62","1","1","62","5","2","test","","","","30.4743875028096","","25.6944444444444","12.95","5","1","2","16","","10","2","","","5","3","","3","","4850","401","0","7","","","1","5"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11828","202331BCEPR_cere","202331BCEPR_cere","RCBD","2.4","3.5","","no","no","2023-June-08","2024-April-13","64","Cerete. Cordoba, Colombia","5003715","GM14095A-2","","plot","6784034","202331BCEPR_cere_rep1_GM14095A-2_99","1","1","99","7","9","test","","","","","","","","","","","","","10","","","","","","","","","","","","0","","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11828","202331BCEPR_cere","202331BCEPR_cere","RCBD","2.4","3.5","","no","no","2023-June-08","2024-April-13","64","Cerete. Cordoba, Colombia","5003716","GM14095A-3","","plot","6784044","202331BCEPR_cere_rep1_GM14095A-3_50","1","1","50","4","11","test","","","","33.994040862656","460","40.8730158730159","20.6","5","1","2","30","","10","2","","","5","3","","2","","4900","495","0","9","","","1","6"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11828","202331BCEPR_cere","202331BCEPR_cere","RCBD","2.4","3.5","","no","no","2023-June-08","2024-April-13","64","Cerete. Cordoba, Colombia","5003717","GM14097A-1","","plot","6783894","202331BCEPR_cere_rep1_GM14097A-1_26","1","1","26","2","5","test","","","","24.3323196925164","410","18.452380952381","9.3","5","2","1","10","","10","3","","","1","3","","2","","4650","227","0","1","","","1","6"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11828","202331BCEPR_cere","202331BCEPR_cere","RCBD","2.4","3.5","","no","no","2023-June-08","2024-April-13","64","Cerete. Cordoba, Colombia","5003726","GM14099A-11","","plot","6783946","202331BCEPR_cere_rep1_GM14099A-11_86","1","1","86","6","5","test","","","","31.046875","210","21.4285714285714","10.8","4","1","2","15","","10","3","","","4","3","","2","","4550","390","0","7","","","1","5"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11828","202331BCEPR_cere","202331BCEPR_cere","RCBD","2.4","3.5","","no","no","2023-June-08","2024-April-13","64","Cerete. Cordoba, Colombia","5003727","GM14099A-12","","plot","6784023","202331BCEPR_cere_rep1_GM14099A-12_77","1","1","77","6","14","test","","","","33.716326077299","150","32.7380952380952","16.5","5","1","2","22","","10","2","","","4","3","","2","","5000","498","0","9","","","1","5"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11828","202331BCEPR_cere","202331BCEPR_cere","RCBD","2.4","3.5","","no","no","2023-June-08","2024-April-13","64","Cerete. Cordoba, Colombia","5003724","GM14099A-1","","plot","6783907","202331BCEPR_cere_rep1_GM14099A-1_54","1","1","54","4","7","test","","","","31.6923761893144","438","36.9047619047619","18.6","5","2","3","30","","10","3","","","6","1","","2","","4500","401","0","7","","","1","5"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11828","202331BCEPR_cere","202331BCEPR_cere","RCBD","2.4","3.5","","no","no","2023-June-08","2024-April-13","64","Cerete. Cordoba, Colombia","5003738","GM14101A-10","","plot","6783911","202331BCEPR_cere_rep1_GM14101A-10_43","1","1","43","3","13","test","","","","29.7333718244803","110","21.8253968253968","11","5","1","2","18","","10","2","","","3","2","","2","","4700","370","0","6","","","1","5"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11828","202331BCEPR_cere","202331BCEPR_cere","RCBD","2.4","3.5","","no","no","2023-June-08","2024-April-13","64","Cerete. Cordoba, Colombia","5003739","GM14101A-11","","plot","6783930","202331BCEPR_cere_rep1_GM14101A-11_53","1","1","53","4","8","test","","","","30.6757844474761","165","28.7698412698413","14.5","5","1","1","20","","10","1","","","4","3","","2","","4800","402","0","5","","","1","5"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11828","202331BCEPR_cere","202331BCEPR_cere","RCBD","2.4","3.5","","no","no","2023-June-08","2024-April-13","64","Cerete. Cordoba, Colombia","5003741","GM14101A-3","","plot","6783998","202331BCEPR_cere_rep1_GM14101A-3_63","1","1","63","5","3","test","","","","","","","","","","","","","10","","","","","","","","","","","","0","","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11828","202331BCEPR_cere","202331BCEPR_cere","RCBD","2.4","3.5","","no","no","2023-June-08","2024-April-13","64","Cerete. Cordoba, Colombia","5003742","GM14101A-4","","plot","6783997","202331BCEPR_cere_rep1_GM14101A-4_51","1","1","51","4","10","test","","","","31.0052751742369","150","12.5","6.3","5","1","1","7","","10","2","","","1","3","","2","","4550","389","0","3","","","1","5"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11828","202331BCEPR_cere","202331BCEPR_cere","RCBD","2.4","3.5","","no","no","2023-June-08","2024-April-13","64","Cerete. Cordoba, Colombia","5003744","GM14101A-6","","plot","6784020","202331BCEPR_cere_rep1_GM14101A-6_112","1","1","112","8","9","test","","","","","","","","","","","","","10","","","","","","","","","","","","0","","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11828","202331BCEPR_cere","202331BCEPR_cere","RCBD","2.4","3.5","","no","no","2023-June-08","2024-April-13","64","Cerete. Cordoba, Colombia","5003745","GM14101A-7","","plot","6783854","202331BCEPR_cere_rep1_GM14101A-7_25","1","1","25","2","6","test","","","","","","","","","","","","","10","","","","","","","","","","","","0","","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11828","202331BCEPR_cere","202331BCEPR_cere","RCBD","2.4","3.5","","no","no","2023-June-08","2024-April-13","64","Cerete. Cordoba, Colombia","5003749","GM14102A-10","","plot","6784053","202331BCEPR_cere_rep1_GM14102A-10_2","1","1","2","1","2","test","","","","33.5675483870967","","42.0634920634921","21.2","5","1","2","25","","10","1","","","6","3","","2","","4300","425","2","10","","","1","5"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11828","202331BCEPR_cere","202331BCEPR_cere","RCBD","2.4","3.5","","no","no","2023-June-08","2024-April-13","64","Cerete. Cordoba, Colombia","5003750","GM14102A-11","","plot","6784052","202331BCEPR_cere_rep1_GM14102A-11_87","1","1","87","6","4","test","","","","35.6504266786436","120","41.6666666666667","21","5","2","1","21","","10","1","","","3","3","","2","","5000","547","0","5","","","1","6"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11828","202331BCEPR_cere","202331BCEPR_cere","RCBD","2.4","3.5","","no","no","2023-June-08","2024-April-13","64","Cerete. Cordoba, Colombia","5003751","GM14102A-12","","plot","6783888","202331BCEPR_cere_rep1_GM14102A-12_15","1","1","15","1","15","test","","","","36.3695722919572","210","18.6507936507936","9.4","3","1","1","10","","10","2","","","2","3","","1","","4850","548","0","4","","","1","5"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11828","202331BCEPR_cere","202331BCEPR_cere","RCBD","2.4","3.5","","no","no","2023-June-08","2024-April-13","64","Cerete. Cordoba, Colombia","5003748","GM14102A-1","","plot","6784081","202331BCEPR_cere_rep1_GM14102A-1_81","1","1","81","6","10","test","","","","29.8969795740982","165","24.2063492063492","12.2","5","1","3","16","","10","2","","","2","3","","2","","5000","398","0","10","","","1","5"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11828","202331BCEPR_cere","202331BCEPR_cere","RCBD","2.4","3.5","","no","no","2023-June-08","2024-April-13","64","Cerete. Cordoba, Colombia","5003755","GM14102A-5","","plot","6783845","202331BCEPR_cere_rep1_GM14102A-5_74","1","1","74","5","14","test","","","","33.1983615819209","135","30.5555555555556","15.4","4","1","1","16","","10","2","","","3","3","","1","","4900","475","0","10","","","1","5"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11828","202331BCEPR_cere","202331BCEPR_cere","RCBD","2.4","3.5","","no","no","2023-June-08","2024-April-13","64","Cerete. Cordoba, Colombia","5003756","GM14102A-6","","plot","6783875","202331BCEPR_cere_rep1_GM14102A-6_48","1","1","48","4","13","test","","","","32.0964181450707","150","28.5714285714286","14.4","5","1","2","24","","10","2","","","3","3","","2","","4900","447","0","10","","","1","6"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11828","202331BCEPR_cere","202331BCEPR_cere","RCBD","2.4","3.5","","no","no","2023-June-08","2024-April-13","64","Cerete. Cordoba, Colombia","5003759","GM14102A-9","","plot","6784094","202331BCEPR_cere_rep1_GM14102A-9_7","1","1","7","1","7","test","","","","33.0005643340858","150","49.3055555555556","24.85","5","1","1","30","","10","2","","","4","3","","1","","4900","470","1","5","","","1","6"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11828","202331BCEPR_cere","202331BCEPR_cere","RCBD","2.4","3.5","","no","no","2023-June-08","2024-April-13","64","Cerete. Cordoba, Colombia","5003760","GM14103A-1","","plot","6783843","202331BCEPR_cere_rep1_GM14103A-1_14","1","1","14","1","14","test","","","","32.5618899273105","160","20.2380952380952","10.2","5","1","1","20","","10","3","","","5","3","","2","","4250","398","0","10","","","1","5"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11828","202331BCEPR_cere","202331BCEPR_cere","RCBD","2.4","3.5","","no","no","2023-June-08","2024-April-13","64","Cerete. Cordoba, Colombia","5003763","GM14103A-12","","plot","6783927","202331BCEPR_cere_rep1_GM14103A-12_44","1","1","44","3","14","test","","","","34.8889119409866","","56.9444444444444","28.7","5","2","2","37","","10","3","","","5","3","","1","","4850","512","0","10","","","1","5"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11828","202331BCEPR_cere","202331BCEPR_cere","RCBD","2.4","3.5","","no","no","2023-June-08","2024-April-13","64","Cerete. Cordoba, Colombia","5003765","GM14103A-14","","plot","6783886","202331BCEPR_cere_rep1_GM14103A-14_36","1","1","36","3","6","test","","","","28.8708","140","20.6349206349206","10.4","5","2","1","10","","10","4","","","1","3","","1","","4050","300","0","2","","","1","5"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11828","202331BCEPR_cere","202331BCEPR_cere","RCBD","2.4","3.5","","no","no","2023-June-08","2024-April-13","64","Cerete. Cordoba, Colombia","5003767","GM14103A-16","","plot","6784069","202331BCEPR_cere_rep1_GM14103A-16_71","1","1","71","5","11","test","","","","35.4793292825426","310","19.8412698412698","10","5","2","3","14","","10","3","","","1","3","","2","","4800","521","0","5","","","1","4"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11828","202331BCEPR_cere","202331BCEPR_cere","RCBD","2.4","3.5","","no","no","2023-June-08","2024-April-13","64","Cerete. Cordoba, Colombia","5003768","GM14103A-17","","plot","6783826","202331BCEPR_cere_rep1_GM14103A-17_49","1","1","49","4","12","test","","","","","155","","","5","2","1","","","10","3","","","","","","","","","","","1","","","1",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11828","202331BCEPR_cere","202331BCEPR_cere","RCBD","2.4","3.5","","no","no","2023-June-08","2024-April-13","64","Cerete. Cordoba, Colombia","5003770","GM14103A-3","","plot","6783995","202331BCEPR_cere_rep1_GM14103A-3_20","1","1","20","2","11","test","","","","36.1793533543231","150","37.202380952381","18.75","4","1","1","18","","10","3","","","5","3","","2","","4650","521","0","4","","","1","5"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11828","202331BCEPR_cere","202331BCEPR_cere","RCBD","2.4","3.5","","no","no","2023-June-08","2024-April-13","64","Cerete. Cordoba, Colombia","5003771","GM14103A-4","","plot","6784015","202331BCEPR_cere_rep1_GM14103A-4_127","1","1","127","9","7","test","","","","35.6605133267522","155","61.1111111111111","30.8","5","1","1","40","","10","1","","","6","3","","2","","4550","498","0","10","","","1","5"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11828","202331BCEPR_cere","202331BCEPR_cere","RCBD","2.4","3.5","","no","no","2023-June-08","2024-April-13","64","Cerete. Cordoba, Colombia","5003772","GM14103A-5","","plot","6783866","202331BCEPR_cere_rep1_GM14103A-5_59","1","1","59","4","2","test","","","","","","","","","","","","","10","","","","","","","","","","","","0","","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11828","202331BCEPR_cere","202331BCEPR_cere","RCBD","2.4","3.5","","no","no","2023-June-08","2024-April-13","64","Cerete. Cordoba, Colombia","5003774","GM14103A-7","","plot","6783949","202331BCEPR_cere_rep1_GM14103A-7_55","1","1","55","4","6","test","","","","36.020323488045","185","45.4365079365079","22.9","5","1","1","35","","10","1","","","5","3","","1","","4800","534","0","9","","","1","6"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11828","202331BCEPR_cere","202331BCEPR_cere","RCBD","2.4","3.5","","no","no","2023-June-08","2024-April-13","64","Cerete. Cordoba, Colombia","5003775","GM14103A-8","","plot","6784006","202331BCEPR_cere_rep1_GM14103A-8_47","1","1","47","4","14","test","","","","38.5525882352941","170","19.9404761904762","10.05","4","1","2","18","","10","3","","","3","3","","3","","4850","600","0","10","","","1","4"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11828","202331BCEPR_cere","202331BCEPR_cere","RCBD","2.4","3.5","","no","no","2023-June-08","2024-April-13","64","Cerete. Cordoba, Colombia","5003776","GM14103A-9","","plot","6784059","202331BCEPR_cere_rep1_GM14103A-9_27","1","1","27","2","4","test","","","","31.8620879120879","420","61.5079365079365","31","5","1","2","48","","10","1","","","6","3","","1","","4500","405","0","10","","","1","5"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11828","202331BCEPR_cere","202331BCEPR_cere","RCBD","2.4","3.5","","no","no","2023-June-08","2024-April-13","64","Cerete. Cordoba, Colombia","5003780","GM14104A-12","","plot","6783868","202331BCEPR_cere_rep1_GM14104A-12_24","1","1","24","2","7","test","","","","28.8989977728285","","28.7698412698413","14.5","5","1","2","15","","10","2","","","4","2","","2","","4850","360","0","7","","","1","5"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11828","202331BCEPR_cere","202331BCEPR_cere","RCBD","2.4","3.5","","no","no","2023-June-08","2024-April-13","64","Cerete. Cordoba, Colombia","5003777","GM14104A-1","","plot","6784008","202331BCEPR_cere_rep1_GM14104A-1_31","1","1","31","3","1","test","","","","27.1523387470997","","15.1785714285714","7.65","5","1","2","8","","10","2","","","2","3","","2","","4608","298","0","6","","","1","6"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11828","202331BCEPR_cere","202331BCEPR_cere","RCBD","2.4","3.5","","no","no","2023-June-08","2024-April-13","64","Cerete. Cordoba, Colombia","5003782","GM14104A-3","","plot","6783924","202331BCEPR_cere_rep1_GM14104A-3_35","1","1","35","3","5","test","","","","27.5924619640387","110","28.1746031746032","14.2","5","1","1","15","","10","2","","","5","2","","2","","4650","312","0","6","","","1","6"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11828","202331BCEPR_cere","202331BCEPR_cere","RCBD","2.4","3.5","","no","no","2023-June-08","2024-April-13","64","Cerete. Cordoba, Colombia","5003785","GM14104A-6","","plot","6783938","202331BCEPR_cere_rep1_GM14104A-6_116","1","1","116","8","5","test","","","","31.5953515809344","","59.4246031746032","29.95","5","1","2","36","","10","2","","","6","2","","1","","4650","412","0","7","","","1","5"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11828","202331BCEPR_cere","202331BCEPR_cere","RCBD","2.4","3.5","","no","no","2023-June-08","2024-April-13","64","Cerete. Cordoba, Colombia","5003793","GM14106A-5","","plot","6783987","202331BCEPR_cere_rep1_GM14106A-5_93","1","1","93","7","3","test","","","","22.2430565010211","","8.23412698412698","4.15","4","2","1","3","","10","3","","","1","3","","3","","3050","112","8","1","","","1","8"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11828","202331BCEPR_cere","202331BCEPR_cere","RCBD","2.4","3.5","","no","no","2023-June-08","2024-April-13","64","Cerete. Cordoba, Colombia","5003812","GM14109A-2","","plot","6783921","202331BCEPR_cere_rep1_GM14109A-2_28","1","1","28","2","3","test","","","","26.1998338870432","115","7.14285714285714","3.6","5","2","3","5","","10","3","","","1","3","","3","","3200","190","0","1","","","2","8"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11828","202331BCEPR_cere","202331BCEPR_cere","RCBD","2.4","3.5","","no","no","2023-June-08","2024-April-13","64","Cerete. Cordoba, Colombia","5003815","GM14109A-5","","plot","6783871","202331BCEPR_cere_rep1_GM14109A-5_12","1","1","12","1","12","test","","","","32.135534591195","140","8.92857142857143","4.5","","2","","5","","10","2","","","3","3","","3","","3850","352","0","3","","","","7"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11828","202331BCEPR_cere","202331BCEPR_cere","RCBD","2.4","3.5","","no","no","2023-June-08","2024-April-13","64","Cerete. Cordoba, Colombia","5003817","GM14109A-7","","plot","6784036","202331BCEPR_cere_rep1_GM14109A-7_21","1","1","21","2","10","test","","","","27.9355326611135","200","22.8174603174603","11.5","5","1","3","14","","10","2","","","5","3","","2","","4900","338","0","10","","","1","8"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11828","202331BCEPR_cere","202331BCEPR_cere","RCBD","2.4","3.5","","no","no","2023-June-08","2024-April-13","64","Cerete. Cordoba, Colombia","5003824","GM14162B-11","","plot","6783836","202331BCEPR_cere_rep1_GM14162B-11_132","1","1","132","9","12","test","","","","","120","","","4","3","3","","","10","4","","","","","","","","","","","1","","","1",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11828","202331BCEPR_cere","202331BCEPR_cere","RCBD","2.4","3.5","","no","no","2023-June-08","2024-April-13","64","Cerete. Cordoba, Colombia","5003826","GM14162B-13","","plot","6783942","202331BCEPR_cere_rep1_GM14162B-13_79","1","1","79","6","12","test","","","","37.2611262179923","250","32.5396825396825","16.4","4","3","2","20","","10","3","","","5","3","","2","","5000","587","0","10","","","3","5"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11828","202331BCEPR_cere","202331BCEPR_cere","RCBD","2.4","3.5","","no","no","2023-June-08","2024-April-13","64","Cerete. Cordoba, Colombia","5003827","GM14162B-14","","plot","6784004","202331BCEPR_cere_rep1_GM14162B-14_126","1","1","126","9","6","test","","","","31.7547877591313","248","23.3134920634921","11.75","4","1","1","25","","10","2","","","4","3","","3","","4450","398","0","8","","","1","5"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11828","202331BCEPR_cere","202331BCEPR_cere","RCBD","2.4","3.5","","no","no","2023-June-08","2024-April-13","64","Cerete. Cordoba, Colombia","5003828","GM14162B-2","","plot","6784050","202331BCEPR_cere_rep1_GM14162B-2_30","1","1","30","2","1","test","","","","29.5572289156626","190","27.0833333333333","13.65","4","3","1","20","","10","4","","","3","3","","2","","4950","385","0","7","","","3","6"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11828","202331BCEPR_cere","202331BCEPR_cere","RCBD","2.4","3.5","","no","no","2023-June-08","2024-April-13","64","Cerete. Cordoba, Colombia","5003829","GM14162B-3","","plot","6784056","202331BCEPR_cere_rep1_GM14162B-3_131","1","1","131","9","11","test","","","","30.0513419713095","120","31.7460317460317","16","5","1","2","16","","10","2","","","3","3","","2","","4700","378","0","6","","","1","6"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11828","202331BCEPR_cere","202331BCEPR_cere","RCBD","2.4","3.5","","no","no","2023-June-08","2024-April-13","64","Cerete. Cordoba, Colombia","5003835","GM14162B-9","","plot","6783934","202331BCEPR_cere_rep1_GM14162B-9_32","1","1","32","3","2","test","","","","","","","","","","","","","10","","","","","","","","","","","","0","","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11828","202331BCEPR_cere","202331BCEPR_cere","RCBD","2.4","3.5","","no","no","2023-June-08","2024-April-13","64","Cerete. Cordoba, Colombia","5003838","GM14201B-3","","plot","6783937","202331BCEPR_cere_rep1_GM14201B-3_89","1","1","89","6","2","test","","","","","","","","","","","","","10","","","","","","","","","","","","0","","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11828","202331BCEPR_cere","202331BCEPR_cere","RCBD","2.4","3.5","","no","no","2023-June-08","2024-April-13","64","Cerete. Cordoba, Colombia","323717","GM3426-5","","plot","6784039","202331BCEPR_cere_rep1_GM3426-5_68","1","1","68","5","8","check","","","","30.5972727272727","165","8.43253968253968","4.25","5","1","1","5","","10","3","","","3","3","","2","","2700","225","0","3","","","1","5"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11828","202331BCEPR_cere","202331BCEPR_cere","RCBD","2.4","3.5","","no","no","2023-June-08","2024-April-13","64","Cerete. Cordoba, Colombia","3944070","GM6302A-31","","plot","6784054","202331BCEPR_cere_rep1_GM6302A-31_96","1","1","96","7","6","test","","","","29.9717391304347","120","3.47222222222222","1.75","4","2","1","3","","10","3","","","1","2","","3","","1600","128","0","4","","","1","5"," (Operator: lizbethpino, Time: )"
